Time,Vehicle ID,X Coordinate,Y Coordinate,Tile Name
18,1,89.3796,-126.092,/home/sayon/autoware_map/town01/splitted/4_89_-130.pcd
18,10,92.38,-62.2434,/home/sayon/autoware_map/town01/splitted/5_89_-65.pcd
18,11,88.4079,-251.567,/home/sayon/autoware_map/town01/splitted/5_81_-253.pcd
18,12,353.155,-326.61,/home/sayon/autoware_map/town01/splitted/5_353_-326.pcd
18,13,125.809,-199.142,/home/sayon/autoware_map/town01/splitted/3_104_-221.pcd
18,14,158.046,-27.8785,/home/sayon/autoware_map/town01/splitted/4_151_-32.pcd
18,15,92.388,-109.666,/home/sayon/autoware_map/town01/splitted/4_89_-117.pcd
18,16,175.428,-1.96,/home/sayon/autoware_map/town01/splitted/5_174_-5.pcd
18,17,74.28,2.03851,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
18,2,154.021,-45.1971,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd
18,3,163.339,-129.44,/home/sayon/autoware_map/town01/splitted/5_159_-130.pcd
18,4,156.599,-330.6,/home/sayon/autoware_map/town01/splitted/2_135_-376.pcd
18,5,334.713,-312.606,/home/sayon/autoware_map/town01/splitted/5_330_-313.pcd
18,6,208.6,2.04,/home/sayon/autoware_map/town01/splitted/3_197_-4.pcd
18,7,2.01,-222.723,/home/sayon/autoware_map/town01/splitted/5_0_-227.pcd
18,8,334.726,-288.101,/home/sayon/autoware_map/town01/splitted/5_330_-293.pcd
18,9,98.6937,-133.776,/home/sayon/autoware_map/town01/splitted/5_97_-136.pcd
19,0,1.95,-99.9371,/home/sayon/autoware_map/town01/splitted/5_-1_-104.pcd
19,1,90.2364,-127.575,/home/sayon/autoware_map/town01/splitted/4_89_-130.pcd
19,10,92.38,-47.478,/home/sayon/autoware_map/town01/splitted/5_89_-48.pcd
19,11,88.4105,-265.425,/home/sayon/autoware_map/town01/splitted/5_83_-266.pcd
19,12,345.076,-326.227,/home/sayon/autoware_map/town01/splitted/5_338_-326.pcd
19,13,136.093,-199.143,/home/sayon/autoware_map/town01/splitted/3_135_-221.pcd
19,14,158.059,-18.8978,/home/sayon/autoware_map/town01/splitted/5_151_-22.pcd
19,15,92.387,-104.283,/home/sayon/autoware_map/town01/splitted/4_89_-104.pcd
19,16,180.152,-1.96,/home/sayon/autoware_map/town01/splitted/5_174_-5.pcd
19,17,72.3883,2.03795,/home/sayon/autoware_map/town01/splitted/5_66_0.pcd
19,18,92.4191,-312.2,/home/sayon/autoware_map/town01/splitted/5_89_-317.pcd
19,2,154.021,-45.1987,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd
19,3,148.342,-129.433,/home/sayon/autoware_map/town01/splitted/5_143_-130.pcd
19,4,169.815,-330.6,/home/sayon/autoware_map/town01/splitted/2_135_-376.pcd
19,5,334.711,-316.071,/home/sayon/autoware_map/town01/splitted/5_330_-319.pcd
19,6,194.892,2.04,/home/sayon/autoware_map/town01/splitted/3_166_0.pcd
19,7,2,-211.033,/home/sayon/autoware_map/town01/splitted/5_-3_-214.pcd
19,8,334.721,-298.351,/home/sayon/autoware_map/town01/splitted/5_330_-300.pcd
19,9,105.556,-133.412,/home/sayon/autoware_map/town01/splitted/4_104_-143.pcd
20,0,1.94,-86.0536,/home/sayon/autoware_map/town01/splitted/5_-1_-91.pcd
20,1,92.1912,-130.358,/home/sayon/autoware_map/town01/splitted/5_89_-136.pcd
20,10,92.3761,-32.4138,/home/sayon/autoware_map/town01/splitted/5_89_-32.pcd
20,11,88.4131,-279.592,/home/sayon/autoware_map/town01/splitted/5_81_-285.pcd
20,12,339.553,-321.939,/home/sayon/autoware_map/town01/splitted/5_338_-326.pcd
20,13,148.26,-199.144,/home/sayon/autoware_map/town01/splitted/3_135_-221.pcd
20,14,158.066,-13.8722,/home/sayon/autoware_map/town01/splitted/5_151_-16.pcd
20,15,92.3857,-97.4357,/home/sayon/autoware_map/town01/splitted/4_89_-104.pcd
20,16,186.211,-1.96,/home/sayon/autoware_map/town01/splitted/4_182_-11.pcd
20,17,68.1565,2.03672,/home/sayon/autoware_map/town01/splitted/5_66_0.pcd
20,18,92.4187,-310.241,/home/sayon/autoware_map/town01/splitted/5_89_-311.pcd
20,19,158.027,-41.1,/home/sayon/autoware_map/town01/splitted/5_151_-43.pcd
20,2,154.021,-45.1989,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd
20,3,134.131,-129.426,/home/sayon/autoware_map/town01/splitted/4_120_-130.pcd
20,4,183.118,-330.6,/home/sayon/autoware_map/town01/splitted/2_135_-376.pcd
20,5,334.711,-316.334,/home/sayon/autoware_map/town01/splitted/5_330_-319.pcd
20,6,180.64,2.04,/home/sayon/autoware_map/town01/splitted/3_166_0.pcd
20,7,2,-198.944,/home/sayon/autoware_map/town01/splitted/4_-3_-208.pcd
20,8,334.717,-304.848,/home/sayon/autoware_map/town01/splitted/5_330_-306.pcd
20,9,114.568,-133.416,/home/sayon/autoware_map/town01/splitted/4_104_-143.pcd
21,0,1.95,-72.3118,/home/sayon/autoware_map/town01/splitted/5_-1_-78.pcd
21,1,96.9152,-132.738,/home/sayon/autoware_map/town01/splitted/5_89_-136.pcd
21,10,92.373,-21.8495,/home/sayon/autoware_map/town01/splitted/5_89_-22.pcd
21,11,88.4155,-292.873,/home/sayon/autoware_map/town01/splitted/5_81_-298.pcd
21,12,338.712,-314.033,/home/sayon/autoware_map/town01/splitted/5_338_-319.pcd
21,13,162.694,-199.145,/home/sayon/autoware_map/town01/splitted/3_135_-221.pcd
21,14,158.068,-12.2341,/home/sayon/autoware_map/town01/splitted/5_151_-16.pcd
21,15,92.3839,-88.2992,/home/sayon/autoware_map/town01/splitted/5_89_-91.pcd
21,16,193.693,-1.96,/home/sayon/autoware_map/town01/splitted/4_182_-11.pcd
21,17,62.5991,2.03509,/home/sayon/autoware_map/town01/splitted/5_58_0.pcd
21,18,92.4179,-305.797,/home/sayon/autoware_map/town01/splitted/5_89_-311.pcd
21,19,158.029,-39.5731,/home/sayon/autoware_map/town01/splitted/5_151_-43.pcd
21,2,154.021,-45.1989,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd
21,3,120.515,-129.419,/home/sayon/autoware_map/town01/splitted/4_120_-130.pcd
21,4,196.596,-330.6,/home/sayon/autoware_map/town01/splitted/2_135_-376.pcd
21,5,334.711,-316.432,/home/sayon/autoware_map/town01/splitted/5_330_-319.pcd
21,6,170.396,2.04,/home/sayon/autoware_map/town01/splitted/3_166_0.pcd
21,7,1.99,-186.955,/home/sayon/autoware_map/town01/splitted/5_-3_-188.pcd
21,8,334.715,-308.591,/home/sayon/autoware_map/town01/splitted/5_330_-313.pcd
21,9,125.347,-133.422,/home/sayon/autoware_map/town01/splitted/5_120_-136.pcd
22,0,1.95,-58.148,/home/sayon/autoware_map/town01/splitted/5_-3_-58.pcd
22,1,104.323,-133.411,/home/sayon/autoware_map/town01/splitted/5_97_-136.pcd
22,10,92.3712,-15.3363,/home/sayon/autoware_map/town01/splitted/5_89_-18.pcd
22,11,88.4177,-304.747,/home/sayon/autoware_map/town01/splitted/5_81_-304.pcd
22,12,338.718,-303.505,/home/sayon/autoware_map/town01/splitted/4_338_-313.pcd
22,13,177.578,-199.147,/home/sayon/autoware_map/town01/splitted/3_166_-221.pcd
22,14,158.068,-12.0897,/home/sayon/autoware_map/town01/splitted/5_151_-16.pcd
22,15,92.3817,-76.689,/home/sayon/autoware_map/town01/splitted/4_89_-78.pcd
22,16,202.706,-1.96,/home/sayon/autoware_map/town01/splitted/3_197_-4.pcd
22,17,55.6508,2.03306,/home/sayon/autoware_map/town01/splitted/5_50_0.pcd
22,18,92.4168,-299.972,/home/sayon/autoware_map/town01/splitted/5_89_-304.pcd
22,19,158.035,-35.9592,/home/sayon/autoware_map/town01/splitted/5_151_-37.pcd
22,2,154.021,-45.1989,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd
22,3,110.624,-129.415,/home/sayon/autoware_map/town01/splitted/5_104_-130.pcd
22,4,209.727,-330.6,/home/sayon/autoware_map/town01/splitted/2_197_-376.pcd
22,5,334.711,-316.445,/home/sayon/autoware_map/town01/splitted/5_330_-319.pcd
22,6,164.061,1.50805,/home/sayon/autoware_map/town01/splitted/3_135_0.pcd
22,7,1.99,-175.642,/home/sayon/autoware_map/town01/splitted/4_-3_-182.pcd
22,8,334.715,-308.779,/home/sayon/autoware_map/town01/splitted/5_330_-313.pcd
22,9,136.982,-133.427,/home/sayon/autoware_map/town01/splitted/4_135_-143.pcd
23,0,1.96,-44.5499,/home/sayon/autoware_map/town01/splitted/4_-3_-52.pcd
23,1,113.604,-133.416,/home/sayon/autoware_map/town01/splitted/4_104_-143.pcd
23,10,92.3706,-13.245,/home/sayon/autoware_map/town01/splitted/4_89_-14.pcd
23,11,88.419,-312.121,/home/sayon/autoware_map/town01/splitted/5_81_-317.pcd
23,12,338.725,-290.826,/home/sayon/autoware_map/town01/splitted/4_338_-300.pcd
23,13,193.1,-199.148,/home/sayon/autoware_map/town01/splitted/3_166_-221.pcd
23,14,158.069,-12.0213,/home/sayon/autoware_map/town01/splitted/5_151_-16.pcd
23,15,92.38,-63.9739,/home/sayon/autoware_map/town01/splitted/5_89_-65.pcd
23,16,213.083,-1.96,/home/sayon/autoware_map/town01/splitted/3_197_-4.pcd
23,17,46.2135,2.0303,/home/sayon/autoware_map/town01/splitted/5_42_0.pcd
23,18,92.4153,-291.762,/home/sayon/autoware_map/town01/splitted/5_89_-291.pcd
23,19,158.042,-30.9814,/home/sayon/autoware_map/town01/splitted/4_151_-32.pcd
23,2,154.021,-45.1989,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd
23,3,105.234,-129.412,/home/sayon/autoware_map/town01/splitted/5_104_-130.pcd
23,4,223.144,-330.6,/home/sayon/autoware_map/town01/splitted/2_197_-376.pcd
23,5,334.711,-316.449,/home/sayon/autoware_map/town01/splitted/5_330_-319.pcd
23,6,157.25,-1.73255,/home/sayon/autoware_map/town01/splitted/5_151_-5.pcd
23,7,1.98,-163.592,/home/sayon/autoware_map/town01/splitted/3_-18_-169.pcd
23,8,334.715,-308.906,/home/sayon/autoware_map/town01/splitted/5_330_-313.pcd
23,9,148.858,-133.433,/home/sayon/autoware_map/town01/splitted/4_135_-143.pcd
24,0,1.96,-30.6293,/home/sayon/autoware_map/town01/splitted/5_-3_-32.pcd
24,1,124.553,-133.421,/home/sayon/autoware_map/town01/splitted/5_120_-136.pcd
24,10,92.3704,-12.5266,/home/sayon/autoware_map/town01/splitted/4_89_-14.pcd
24,11,88.4197,-315.53,/home/sayon/autoware_map/town01/splitted/5_81_-317.pcd
24,12,338.732,-277.505,/home/sayon/autoware_map/town01/splitted/4_338_-287.pcd
24,13,207.833,-199.149,/home/sayon/autoware_map/town01/splitted/3_197_-221.pcd
24,14,158.069,-12.0211,/home/sayon/autoware_map/town01/splitted/5_151_-16.pcd
24,15,92.38,-51.3611,/home/sayon/autoware_map/town01/splitted/5_89_-54.pcd
24,16,224.918,-1.96,/home/sayon/autoware_map/town01/splitted/3_197_-4.pcd
24,17,34.2355,2.02679,/home/sayon/autoware_map/town01/splitted/4_27_-4.pcd
24,18,92.4135,-282.112,/home/sayon/autoware_map/town01/splitted/5_89_-285.pcd
24,19,158.051,-24.4281,/home/sayon/autoware_map/town01/splitted/4_151_-32.pcd
24,2,154.021,-45.1989,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd
24,3,102.434,-129.41,/home/sayon/autoware_map/town01/splitted/4_89_-130.pcd
24,4,236.29,-330.6,/home/sayon/autoware_map/town01/splitted/2_197_-376.pcd
24,5,334.711,-316.449,/home/sayon/autoware_map/town01/splitted/5_330_-319.pcd
24,6,154.15,-10.5007,/home/sayon/autoware_map/town01/splitted/5_151_-11.pcd
24,7,1.97,-151.413,/home/sayon/autoware_map/town01/splitted/3_-18_-169.pcd
24,8,334.715,-308.946,/home/sayon/autoware_map/town01/splitted/5_330_-313.pcd
24,9,160.361,-133.439,/home/sayon/autoware_map/town01/splitted/5_159_-136.pcd
25,0,1.97,-16.1149,/home/sayon/autoware_map/town01/splitted/5_-3_-19.pcd
25,1,137.586,-133.428,/home/sayon/autoware_map/town01/splitted/4_135_-143.pcd
25,10,92.3703,-12.2485,/home/sayon/autoware_map/town01/splitted/4_89_-14.pcd
25,11,88.4198,-316.245,/home/sayon/autoware_map/town01/splitted/5_81_-317.pcd
25,12,338.74,-263.177,/home/sayon/autoware_map/town01/splitted/4_338_-274.pcd
25,13,222.59,-199.151,/home/sayon/autoware_map/town01/splitted/3_197_-221.pcd
25,14,158.069,-12.0211,/home/sayon/autoware_map/town01/splitted/5_151_-16.pcd
25,15,92.3779,-38.8013,/home/sayon/autoware_map/town01/splitted/5_89_-43.pcd
25,16,236.343,-1.96,/home/sayon/autoware_map/town01/splitted/3_228_-4.pcd
25,17,21.6638,2.02311,/home/sayon/autoware_map/town01/splitted/5_19_0.pcd
25,18,92.4115,-271.056,/home/sayon/autoware_map/town01/splitted/4_89_-273.pcd
25,19,158.057,-20.4207,/home/sayon/autoware_map/town01/splitted/5_151_-22.pcd
25,2,154.021,-45.1989,/home/sayon/autoware_map/town01/splitted/5_151_-48.pcd
25,3,102.423,-129.41,/home/sayon/autoware_map/town01/splitted/4_89_-130.pcd
25,4,249.957,-330.61,/home/sayon/autoware_map/town01/splitted/2_197_-376.pcd
25,5,334.711,-316.449,/home/sayon/autoware_map/town01/splitted/5_330_-319.pcd
25,6,154.057,-19.9486,/home/sayon/autoware_map/town01/splitted/5_151_-22.pcd
25,7,1.97,-139.115,/home/sayon/autoware_map/town01/splitted/4_-2_-143.pcd
25,8,334.715,-308.947,/home/sayon/autoware_map/town01/splitted/5_330_-313.pcd
25,9,171.04,-133.444,/home/sayon/autoware_map/town01/splitted/4_166_-143.pcd
26,0,4.63082,-3.53798,/home/sayon/autoware_map/town01/splitted/5_4_-6.pcd
26,1,150.002,-133.434,/home/sayon/autoware_map/town01/splitted/4_135_-143.pcd
26,10,92.3703,-12.2434,/home/sayon/autoware_map/town01/splitted/4_89_-14.pcd
